Country,ISO Code,Data source category,Reference date (dd/mm/yyyy),year,Average household size (number of members),Households by size 1 member,"
Households by size 2-3 members",Households by size 4-5 members,Households by size 6 or more members,Average number of household members of selected ages Under age 15 years among all households,One-person,Couple only,Couple with children,Single parent with children,Single mother with children,Single father with children,Extended family,Non-relatives,Unknown,Nuclear,Multi-generation,Three generation,Skip generation
Mauritania,478,MICS,7-Jan-2007,2007,5.75,4.69,19.14,27.99,48.18,2.63,4.69,3.53,38.42,11.85,10.41,1.44,38.56,2.79,0.16,53.8,36.63,19.98,3.38
Mauritania,478,MICS,7-Jan-2011,2011,5.97,3.2,17.49,28.16,51.14,2.67,3.2,3.02,40.44,9.51,8.59,0.92,41.14,2.68,0.0,52.97,40.31,23.05,2.97
Mauritania,478,MICS,7-Jan-2015,2015,5.77,3.97,18.77,28.91,48.35,2.75,3.97,2.94,37.66,15.33,14.2,1.13,38.43,1.68,0.01,55.93,37.72,22.86,3.38
Mauritius,480,DYB,7-Jan-2000,2000,NA,6.24,33.17,46.36,14.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius,480,DYB,7-Jan-2011,2011,3.48,9.97,41.02,40.24,8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayotte,175,DYB,7-Jan-2012,2012,4.1,14.71,30.32,29.07,25.9,NA,14.71,NA,60.03,21.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayotte,175,DYB,7-Jan-2017,2017,4.05,13.95,31.77,29.24,25.05,NA,13.95,8.34,42.08,19.01,NA,NA,NA,NA,16.63,69.43,NA,NA,NA
Mexico,484,IPUMS,7-Jan-1970,1970,5.83,4.32,21.56,25.07,49.05,2.7,4.32,6.33,50.54,8.34,6.55,1.79,13.01,3.81,13.65,65.21,NA,NA,NA
Mexico,484,IPUMS,7-Jan-1990,1990,4.93,4.87,24.99,35.34,34.81,1.9,4.87,6.09,52.04,8.78,7.16,1.62,15.53,4.07,8.61,66.91,29.29,8.88,0.82
Mexico,484,IPUMS,7-Jan-1995,1995,4.57,5.79,27.5,38.87,27.83,1.63,5.79,6.71,53.38,8.01,6.84,1.18,23.42,2.44,0.24,68.1,NA,NA,NA
Mexico,484,DYB,7-Jan-2000,2000,4.28,6.3,30.97,39.95,22.77,NA,6.3,7.69,51.9,9.1,NA,NA,NA,NA,25.02,68.68,NA,NA,NA
Mexico,484,IPUMS,7-Jan-2000,2000,4.29,6.44,30.93,39.78,22.85,1.46,6.44,7.64,51.61,9.1,7.95,1.14,22.46,2.2,0.57,68.34,31.37,13.11,1.29
Mexico,484,DYB,7-Jan-2010,2010,3.93,8.79,34.75,39.55,16.91,NA,8.79,9.11,45.19,9.89,NA,NA,NA,NA,27.03,64.18,NA,NA,NA
Mexico,484,IPUMS,7-Jan-2010,2010,3.9,9.42,34.74,39.09,16.75,1.14,9.42,9.16,44.4,9.89,8.58,1.31,24.04,1.45,1.63,63.46,34.82,15.22,1.4
Mexico,484,IPUMS,7-Jan-2015,2015,3.74,10.08,37.68,37.75,14.49,1.02,10.08,10.2,41.6,10.16,8.81,1.35,24.72,1.65,1.59,61.96,35.98,15.73,1.47
Mexico,484,MICS,7-Jan-2015,2015,3.75,7.37,39.26,39.73,13.65,1.11,7.37,10.44,45.79,11.5,10.43,1.07,24.03,0.88,0.0,67.73,35.43,16.28,1.86
Monaco,492,DYB,7-Jan-2016,2016,2.13,37.69,46.9,14.47,0.94,NA,37.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,496,IPUMS,7-Jan-1989,1989,4.46,9.3,27.74,32.45,30.51,1.93,9.3,6.19,49.78,8.54,6.08,2.46,24.1,2.09,0.0,64.51,24.18,10.25,1.21
Mongolia,496,IPUMS,7-Jan-2000,2000,4.32,6.61,28.72,40.34,24.33,1.55,6.61,4.57,49.06,9.06,6.84,2.22,27.74,2.96,0.0,62.69,28.02,12.53,1.73
Mongolia,496,MICS,7-Jan-2000,2000,4.99,0.12,20.25,47.9,31.73,2.13,0.12,0.45,66.88,6.05,5.33,0.72,26.23,0.27,0.0,73.38,28.08,19.5,0.68
Mongolia,496,MICS,7-Jan-2005,2005,4.29,1.24,30.03,50.22,18.51,1.53,1.24,3.48,62.41,9.88,9.12,0.76,22.89,0.1,0.0,75.77,28.37,15.41,1.23
Mongolia,496,MICS,7-Jan-2013,2013,3.45,10.44,41.99,38.78,8.79,1.06,10.44,10.83,46.79,9.57,8.01,1.56,22.14,0.24,0.01,67.18,28.19,12.16,2.63
Mongolia,496,MICS,7-Jan-2018,2018,3.63,8.96,39.89,39.09,12.06,1.22,8.96,11.36,44.94,7.98,6.69,1.29,26.27,0.5,0.0,64.28,29.79,15.38,3.35
Montenegro,499,MICS,7-Jan-2005,2005,3.81,11.55,30.49,42.76,15.2,0.9,11.55,8.97,48.67,8.48,7.21,1.27,22.17,0.05,0.11,66.12,47.9,17.87,0.26
Montenegro,499,DYB,7-Jan-2011,2011,3.21,18.13,39.58,33.35,8.94,NA,18.13,13.42,45.51,12.08,NA,NA,NA,NA,10.86,71.01,NA,NA,NA
Montenegro,499,MICS,7-Jan-2013,2013,3.41,15.64,37.48,35.74,11.14,0.65,15.64,12.42,43.44,7.57,6.02,1.55,20.14,0.79,0,63.44,43.74,13.46,0.21
Montenegro,499,MICS,7-Jan-2018,2018,3.29,15.39,41.35,34.11,9.15,0.6,15.39,14.32,40.35,8.36,6.42,1.93,21.02,0.56,0,63.02,43.69,12.65,0.3
Morocco,504,IPUMS,7-Jan-1982,1982,5.9,7.22,19.02,22.94,50.82,2.51,7.22,5.33,40.77,6.79,5.95,0.84,33.19,6.46,0.24,52.89,NA,NA,NA
Morocco,504,DHS,15/03/1992,1992,6.02,5.22,17.26,24.38,53.15,2.36,5.22,4.5,42.12,7.11,6.36,0.75,36.02,4.95,0.09,53.73,46.36,22.28,0.9
Morocco,504,IPUMS,7-Jan-1994,1994,5.83,5.95,18.98,25,50.08,2.18,5.95,4.79,44.71,7.14,6.45,0.69,27.07,10.27,0.07,56.65,43.89,18.51,0.58
Morocco,504,DHS,24/12/2003,2003,5.36,4.54,19.39,33.75,42.32,1.7,4.54,4.1,48.39,8.36,7.69,0.67,30.91,3.55,0.14,60.85,48.74,19.37,0.45
Morocco,504,IPUMS,7-Jan-2004,2004,5.24,5.88,21.48,31.96,40.68,1.63,5.88,4.34,46.41,10.08,7.49,2.58,27.55,5.74,0.0,60.83,47.41,17.33,0.44
Morocco,504,IPUMS,7-Jan-2014,2014,4.58,7.2,26.18,37.94,28.68,1.29,7.2,6.23,50.99,7.28,6.81,0.48,25.23,2.4,0.67,64.5,43.5,15.22,0.38
Mozambique,508,DHS,5-Sep-1997,1997,4.62,9.6,30.21,28.5,31.69,2.09,9.6,8.39,36.43,7.46,6.7,0.77,35.43,2.67,0.01,52.29,15.85,11.95,4.26
Mozambique,508,IPUMS,7-Jan-1997,1997,4.19,10.36,34.96,29.51,25.17,1.86,10.36,9.29,32.44,13.85,12.49,1.36,NA,NA,0.0,55.58,14.81,9.98,3.82
Mozambique,508,DHS,11-Jul-2003,2003,4.86,6.65,27.52,30.88,34.96,2.27,6.65,7.35,36.88,8.08,7.26,0.82,37.71,3.29,0.04,52.31,19.19,15.04,5.07
Mozambique,508,IPUMS,7-Jan-2007,2007,4.36,10.07,30.89,30.84,28.19,2.05,10.07,7.67,37.57,13.9,12.11,1.79,28.92,1.86,0,59.14,15.65,10.68,4.32
Mozambique,508,MICS,7-Jan-2008,2008,4.6,7.96,29.25,31.37,31.42,2.22,7.96,6.89,39.45,10.37,9.69,0.69,30.25,5.04,0.03,56.71,16.47,12.27,5.47
Mozambique,508,DHS,31/07/2009,2009,4.27,9.52,31.23,31.68,27.58,2.15,9.52,6.87,35.99,12.98,12.06,0.92,32.09,2.55,0.0,55.84,12.39,10.91,5.23
Mozambique,508,DHS,29/08/2011,2011,4.37,9.85,30.96,30.1,29.09,2.1,9.85,7.14,33.51,11.52,10.17,1.36,35.37,2.61,0.0,52.17,14.88,12.59,6.64
Mozambique,508,DHS,31/05/2018,2018,4.52,8.41,27.68,33.48,30.44,2.19,8.41,5.84,35.16,11.56,10.31,1.25,35.86,3.16,0.01,52.56,18.14,15.61,6.76
Myanmar,104,MICS,7-Jan-2000,2000,5.07,1.68,22.67,38.4,37.25,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,104,IPUMS,7-Jan-2014,2014,4.4,4.61,32.31,37.84,25.24,1.29,4.61,6.78,41.95,8.89,7.24,1.65,33.53,4.24,0.0,57.62,41.64,19.87,1.95
Myanmar,104,DHS,22/03/2016,2016,4.22,5.35,33.49,39.14,22.01,1.22,5.35,7.31,40.57,8.52,6.74,1.78,36.82,1.41,0.01,56.4,45.08,23.02,2.58
Namibia,516,DHS,14/09/1992,1992,6,8.64,22.27,22.84,46.26,2.53,8.64,5.84,14.22,5.87,4.53,1.34,46.25,19.12,0.07,25.93,33.46,25.34,5.88
Namibia,516,DHS,11-Apr-2000,2000,5.06,9.4,27.23,26.07,37.31,2.13,9.4,4.84,14.82,8.32,7.04,1.28,47.34,15.21,0.08,27.98,29.42,23.32,8.27
Namibia,516,DHS,16/01/2007,2007,4.5,14.47,28.82,26.53,30.18,1.76,14.47,4.74,15.56,8.83,7.29,1.54,45.72,10.57,0.12,29.13,27.8,20.5,6.4
Namibia,516,DHS,25/07/2013,2013,4.24,17.45,29.84,25.56,27.16,1.61,17.45,5.71,11.89,8.41,6.91,1.5,46.64,9.78,0.12,26.01,25.62,19.07,6.86
Nepal,524,DHS,31/03/1996,1996,5.51,3.19,18.81,33.94,44.06,2.37,3.19,4.55,40.18,7.38,5.91,1.47,42.28,2.41,0.01,52.11,39.89,29.16,0.97
Nepal,524,DHS,4-Nov-2001,2001,5.29,3.98,19.63,35.38,41.01,2.27,3.98,4.58,39.57,9.14,8.08,1.06,40.92,1.81,0.0,53.29,37.54,28.79,0.92
Nepal,524,DYB,7-Jan-2001,2001,NA,4.01,18.37,34.81,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,524,IPUMS,7-Jan-2001,2001,5.38,4.02,18.36,34.83,42.8,2.14,4.02,4.35,42.32,6.94,5.95,0.99,0.0,0.0,0.0,53.61,40.87,27.52,0.72
Nepal,524,DHS,13/05/2006,2006,4.85,5.05,25.41,36.96,32.59,1.96,5.05,5.44,33.25,12.43,11.28,1.15,41.58,2.25,0.0,51.12,36.28,28.71,1.44
Nepal,524,DHS,4-Sep-2011,2011,4.45,4.89,30.82,37.33,26.96,1.63,4.89,6.96,29.98,15.06,14.14,0.93,41.18,1.92,0.0,52.01,37.28,27.53,1.38
Nepal,524,DYB,7-Jan-2011,2011,NA,4.7,25.29,37.72,32.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,524,IPUMS,7-Jan-2011,2011,4.84,4.6,25.26,37.87,32.26,1.7,4.6,5.48,33.61,10.94,10.07,0.87,NA,NA,NA,50.03,40.88,27.26,1.07
Nepal,524,MICS,7-Jan-2014,2014,4.58,4.64,28.83,38.62,27.91,1.56,4.64,6.95,33.94,12.06,11.29,0.77,41.16,1.07,0.18,52.95,42.09,29.91,0.95
Nepal,524,DHS,10-Oct-2016,2016,4.24,6.45,33.96,36.57,23.02,1.43,6.45,8.19,27.45,15,14.19,0.81,41.78,1.14,0.0,50.64,39.89,29.57,1.73
Nepal,524,MICS,7-Jan-2019,2019,4.25,4.51,33.62,39.81,22.06,1.26,4.51,9.45,32.31,11.26,10.51,0.75,41.72,0.75,0.0,53.02,44.3,29.73,1.17
Netherlands,528,LFS,7-Jan-2001,2001,2.31,31.98,47.42,19.14,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,528,LFS,7-Jan-2011,2011,2.23,35.11,45.53,18.01,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Caledonia,540,DYB,7-Jan-2004,2004,NA,17.45,38.67,28.23,15.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,554,DYB,7-Jan-2001,2001,2.7,22.69,50.28,22.44,4.59,NA,22.68,24.76,26.91,9.31,NA,NA,NA,NA,16.33,60.99,NA,NA,NA
New Zealand,554,DYB,7-Jan-2006,2006,2.7,22.44,50.55,22.37,4.63,NA,22.44,27.34,29.29,11.33,NA,NA,NA,NA,9.59,67.96,NA,NA,NA
New Zealand,554,DYB,7-Jan-2013,2013,2.67,22.84,50.52,22.09,4.55,NA,22.84,25.3,26.05,8.75,NA,NA,NA,NA,17.06,60.11,NA,NA,NA
New Zealand,554,DYB,7-Jan-2018,2018,2.6,NA,NA,NA,NA,NA,21.85,24.56,26.27,8.22,NA,NA,NA,NA,19.1,59.05,NA,NA,NA
Nicaragua,558,IPUMS,7-Jan-1971,1971,5.86,4.21,19.02,25.6,51.17,2.85,4.21,4.08,41.18,10.54,9.12,1.41,28.51,11.15,0.34,55.8,29.12,16.7,2.19
Nicaragua,558,IPUMS,7-Jan-1995,1995,5.78,3.81,18.18,30.65,47.35,2.61,3.81,3.23,39.68,8.6,7.4,1.2,36.78,7.89,0.0,51.52,34.2,24.43,2.13
Nicaragua,558,DHS,3-Jan-1998,1998,5.53,4.01,19.73,32.76,43.51,2.35,4.01,3.51,37.74,8.94,7.48,1.46,38.56,7.23,0.02,50.18,38.09,26.87,3.24
Nicaragua,558,DHS,29/10/2001,2001,5.29,3.78,20.95,35.53,39.74,2.11,3.78,3.34,39.42,9.04,7.79,1.25,36.53,7.76,0.13,51.8,38.68,25.56,3.25
Nicaragua,558,IPUMS,7-Jan-2005,2005,4.92,4.59,26.37,35.96,33.08,1.85,4.59,4.64,40.42,9.93,8.63,1.3,34,6.43,0.0,54.99,36.14,22.25,2.45
Niger,562,DHS,30/04/1992,1992,6.27,4.52,21.25,25.28,48.95,3.03,4.52,5.89,33.99,2.57,2.04,0.53,47.17,4.47,1.4,42.45,26.87,21.03,4.28
Niger,562,DHS,16/04/1998,1998,5.94,4.81,22.07,25.59,47.52,2.91,4.81,5.45,35.81,5.21,4.5,0.71,43.42,5.31,0.0,46.46,24.35,19.51,4.17
Niger,562,MICS,7-Jan-2000,2000,5.98,2.98,20.7,28.28,48.05,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,562,DHS,3-Sep-2006,2006,6.09,3.68,19,28.71,48.61,3.25,3.68,4.26,37.86,9.07,8.42,0.66,43.86,1.23,0.04,51.19,24.69,19.17,4.14
Niger,562,DHS,24/04/2012,2012,5.92,3.19,19.86,28.99,47.96,3.33,3.19,4.81,45.39,8.5,7.84,0.65,37.36,0.74,0.02,58.69,16.2,12.13,4.34
Nigeria,566,DHS,15/08/1990,1990,5.39,11,23.27,24.65,41.08,2.54,11,5.86,34.6,6.86,4.92,1.94,38.59,3.07,0.02,47.32,23.83,11.71,3.01
Nigeria,566,DHS,30/04/1999,1999,5,11.3,24.42,27.71,36.56,2.23,11.3,5.86,39.03,8.56,6.34,2.22,32.14,2.59,0.52,53.45,22.73,8.71,2.65
Nigeria,566,DHS,26/05/2003,2003,4.98,11.67,26.14,25.31,36.89,2.16,11.67,6.24,34.2,7.08,5.54,1.54,37.56,3.2,0.05,47.52,24.95,12.09,2.81
Nigeria,566,IPUMS,7-Jan-2006,2006,4.41,15.74,25.32,29.58,29.36,1.8,15.74,6.51,44.56,8.08,6.58,1.5,24.43,0.67,0.0,59.16,20.71,4.77,3.07
Nigeria,566,IPUMS,7-Jan-2007,2007,4.55,15.17,24.77,28.46,31.61,1.98,15.17,6.25,42.6,8.18,6.11,2.07,26.33,0.92,0.55,57.03,19.63,5.04,2.96
Nigeria,566,MICS,7-Jan-2007,2007,4.67,13.23,25.86,27.31,33.61,2.02,13.23,6.82,45.83,6.83,5.31,1.52,26.34,0.93,0.02,59.48,22.29,6.2,3.63
Nigeria,566,IPUMS,7-Jan-2008,2008,4.79,13.86,22.04,28.68,35.43,2.04,13.86,5.51,48.17,7.67,5.97,1.7,23.86,0.79,0.14,61.35,22.78,4.51,2.59
Nigeria,566,DHS,28/08/2008,2008,4.43,17.79,26.23,25.55,30.43,1.97,17.79,5.98,34.19,8.39,6.39,2,31.1,2.5,0.04,48.57,19.9,8.85,3.15
Nigeria,566,IPUMS,7-Jan-2009,2009,4.44,16.25,25.24,28.62,29.89,1.84,16.25,6.23,43.7,8.09,6.22,1.87,25.1,0.64,0.0,58.01,20.19,3.54,2.83
Nigeria,566,IPUMS,7-Jan-2010,2010,4.39,14.27,26.53,29.76,29.45,1.7,14.27,7.48,49.51,8.54,6.76,1.78,18.9,0.73,0.57,65.53,23.99,3.46,2.61
Nigeria,566,DHS,14/11/2010,2010,5.2,10.54,22.34,27.62,39.5,2.48,10.54,4.91,38.4,6.8,5.06,1.74,37.59,1.75,0.03,50.1,23.59,11.71,3.09
Nigeria,566,MICS,7-Jan-2011,2011,5.03,9.68,24.32,28.46,37.54,2.26,9.68,5.67,45.72,6.94,5.79,1.15,30.43,1.55,0.01,58.33,23.59,8.79,3.18
Nigeria,566,DHS,24/04/2013,2013,4.6,15.78,26.13,25.88,32.21,2.09,15.78,6.19,36.49,7.97,6.09,1.88,31.18,2.38,0.02,50.65,19.75,9.13,3.09
Nigeria,566,DHS,31/10/2015,2015,4.9,11.51,25.53,27.86,35.1,2.29,11.51,5.93,42.14,6.92,5.3,1.62,32.04,1.46,0.0,54.99,21.32,9.86,2.77
Nigeria,566,MICS,7-Jan-2016,2016,5.37,10.72,22.02,26.4,40.87,2.53,10.72,5.07,43.89,6.45,5.16,1.29,32.82,1.05,0.0,55.4,24.44,9.38,2.75
Nigeria,566,DHS,21/10/2018,2018,4.66,14.74,25.83,27.67,31.77,2.13,14.74,5.8,40.34,9.3,6.91,2.4,28.19,1.63,0.0,55.45,19.78,7.91,2.87
Norway,578,DYB,7-Jan-2001,2001,2.29,37.7,41.01,19.55,1.74,NA,37.7,21.03,30.03,8.27,NA,NA,NA,NA,2.97,59.33,NA,NA,NA
Norway,578,DYB,7-Jan-2011,2011,2.22,39.58,40.73,18.13,1.56,NA,39.58,21.41,27.08,8.38,NA,NA,NA,NA,3.55,56.87,NA,NA,NA
Oman,512,DYB,7-Jan-2003,2003,8.02,10.62,19.07,18.37,51.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,586,IPUMS,7-Jan-1973,1973,4.81,11.2,25.96,26.13,36.7,2.08,11.2,6.83,40.87,3.35,1.15,2.21,35,2.71,0.03,51.06,30.84,12.95,0.28
Pakistan,586,DHS,28/03/1991,1991,6.73,2.95,13.45,21.74,61.87,2.95,2.95,4.01,46.05,4.08,2.98,1.1,41.85,1,0.06,54.14,48.1,27.67,0.51
Pakistan,586,IPUMS,7-Jan-1998,1998,6.82,2.91,15.68,21.37,60.04,2.97,2.91,5.72,44.36,4.43,2.92,1.5,41.39,1.19,0,54.51,NA,NA,NA
Pakistan,586,DHS,12-Mar-2006,2006,7.15,1.27,10.38,22.66,65.69,2.89,1.27,2.47,42.8,6.34,5.48,0.86,45.89,1.19,0.03,51.61,54.51,31.5,0.26
Pakistan,586,DHS,1-Aug-2013,2013,6.8,1.08,12.88,25.16,60.88,2.65,1.08,2.85,38.59,6.43,5.14,1.29,48.84,2.2,0.01,47.87,54.87,33.29,0.2
Palau,585,DYB,7-Jan-2005,2005,NA,17.1,32.48,29.3,21.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,591,IPUMS,7-Jan-1960,1960,4.73,13.09,26.06,25.03,35.81,2.07,13.09,5.68,31.09,9.92,7.41,2.52,26.12,14.1,0.0,46.69,NA,NA,NA
Panama,591,IPUMS,7-Jan-1970,1970,4.85,12.2,25.41,25.36,37.03,2.13,12.2,6.01,33.44,9.13,6.99,2.13,27.28,11.18,0.76,48.58,25.69,15.06,2.43
Panama,591,IPUMS,7-Jan-1980,1980,4.69,11.27,26.28,28.42,34.04,1.87,11.27,6.09,35.61,9.91,7.81,2.1,29.77,7.32,0.03,51.61,29.59,16.28,2.23
Panama,591,IPUMS,7-Jan-1990,1990,4.39,11.7,28.56,32.17,27.57,1.53,11.7,6.5,32.96,9.78,7.87,1.9,29.77,9.3,0.0,49.23,30.59,16.3,2.24
Panama,591,IPUMS,7-Jan-2000,2000,3.98,12.74,33.52,33.31,20.43,1.29,12.74,7.67,34.2,10.74,8.89,1.85,28.13,6.51,0.0,52.62,31.19,15.92,2.17
Panama,591,IPUMS,7-Jan-2010,2010,3.67,14.66,38.02,31.26,16.06,1.09,14.66,9.59,32.52,11.55,9.66,1.89,25,6.69,0.0,53.65,31.76,14.26,2.15
Panama,591,MICS,7-Jan-2013,2013,3.64,13.4,38.97,33.14,14.48,1.04,13.4,10.32,34.24,11.46,10.07,1.39,27.12,3.44,0.02,56.02,33.28,15.71,2.79
Papua New Guinea,598,IPUMS,7-Jan-1980,1980,4.47,9.6,30.8,29.1,30.49,1.92,9.6,9.12,48.58,10.65,7.2,3.45,17.24,4.67,0.13,68.35,NA,NA,NA
Papua New Guinea,598,IPUMS,7-Jan-1990,1990,5.48,4.53,21.81,28.68,44.98,2.3,4.53,5.13,39.77,7.55,5.04,2.51,38.74,4.28,0.0,52.45,NA,NA,NA
Papua New Guinea,598,IPUMS,7-Jan-2000,2000,5.43,4.08,21.97,29.73,44.22,2.19,4.08,4.91,43.67,8.2,5.98,2.22,34.8,4.34,0.0,56.78,NA,NA,NA
Paraguay,600,IPUMS,7-Jan-1962,1962,5.33,11.63,20.57,23.85,43.95,2.69,11.63,3.22,29.79,11.06,6.92,4.14,23.19,21.05,0.06,44.07,NA,NA,NA
Paraguay,600,IPUMS,7-Jan-1972,1972,5.43,6.21,22.2,26.72,44.87,2.46,6.21,4.61,35.59,8.91,7.65,1.27,27.77,16.91,0.0,49.12,NA,NA,NA
Paraguay,600,IPUMS,7-Jan-1982,1982,5.14,5.76,24.8,29.8,39.64,2.11,5.76,5.86,42.03,7.79,6.38,1.41,27.25,11.3,0.0,55.68,30.39,13.64,2
Paraguay,600,DHS,30/06/1990,1990,5.06,5.63,24.64,31.66,38.07,2.07,5.63,5.76,43.46,6.57,5.41,1.16,28.02,10.5,0.06,55.79,32.74,18.1,2.4
Paraguay,600,IPUMS,7-Jan-1992,1992,4.76,7.43,26.77,31.84,33.96,2,7.43,6.42,41.04,7.57,6.41,1.16,25.32,12.22,0.0,55.03,26.1,13.36,2.22
Paraguay,600,IPUMS,7-Jan-2002,2002,4.63,8.09,27.32,33.15,31.44,1.72,8.09,5.98,40.41,8.78,7.18,1.6,28.42,8.32,0.0,55.17,31.88,16.36,2.22
Paraguay,600,MICS,7-Jan-2016,2016,3.87,10.39,36.82,35.01,17.78,1.13,10.39,8.27,39.39,9.31,7.59,1.72,29.15,3.49,0.0,56.98,34.53,17.47,2.46
Peru,604,DHS,22/12/1991,1991,5.27,3.05,19.61,35.7,41.63,1.98,3.05,3.4,45.59,7.42,5.58,1.84,31.61,8.93,0.0,56.41,39.13,19.75,1.48
Peru,604,IPUMS,7-Jan-1993,1993,4.58,9.42,26.7,32.2,31.67,1.71,9.42,4.76,36.57,11.62,9.03,2.59,29.09,8.54,0.0,52.95,30.63,14.52,1.76
Peru,604,DHS,10-Jun-1996,1996,4.86,6.27,23.63,35.08,35.02,1.82,6.27,4.39,44.37,8.42,6.47,1.95,30.9,5.5,0.14,57.18,35.84,19,1.94
Peru,604,DHS,21/09/2000,2000,4.53,8.23,26.2,35.96,29.61,1.55,8.23,5.44,43.29,8.55,6.45,2.1,30.16,4.33,0.0,57.28,37.88,19.16,2.11
Peru,604,DHS,17/05/2005,2005,4.01,11.71,31.35,35.77,21.17,1.23,11.71,7.01,38.87,9.39,7.19,2.2,30.79,2.22,0.0,55.28,35.9,17.35,2.24
Peru,604,DYB,7-Jan-2007,2007,4.01,11.77,32.96,34.36,20.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,604,IPUMS,7-Jan-2007,2007,4.01,11.78,32.91,34.32,20.99,1.24,11.78,6.28,35.02,11.66,9.42,2.24,29.73,5.54,0.0,52.95,32.27,14.79,1.79
Peru,604,DHS,17/12/2007,2007,4.01,11.71,31.35,35.77,21.17,1.23,11.71,7.01,38.87,9.39,7.19,2.2,30.79,2.22,0.0,55.28,35.9,17.35,2.24
Peru,604,DHS,7-Aug-2009,2009,3.93,11.44,32.92,36.44,19.2,1.19,11.44,7.67,41.85,9.46,7.53,1.92,27.68,1.92,0.0,58.97,33.9,16.64,1.95
Peru,604,DHS,31/07/2010,2010,3.77,13.99,33.43,35.25,17.33,1.12,13.99,7.54,40.02,9.97,7.95,2.01,26.83,1.66,0.0,57.53,33.05,15.58,1.99
Peru,604,DHS,15/07/2011,2011,3.71,13.78,34.87,34.97,16.38,1.09,13.78,8.17,39.87,11.05,9.17,1.88,25.52,1.61,0.0,59.09,32.88,14.88,1.93
Peru,604,DHS,31/07/2012,2012,3.75,12.91,34.68,36.02,16.39,1.1,12.91,7.76,40.32,10.91,9.26,1.65,26.12,1.97,0.0,59,33.03,15.45,1.88
Peru,604,DYB,7-Jan-2017,2017,3.46,16.77,37.96,31.74,13.53,NA,16.77,7.86,32.35,13.74,NA,NA,NA,NA,29.28,53.95,NA,NA,NA
Philippines,608,IPUMS,7-Jan-1990,1990,5.21,2.91,21.25,34.42,41.43,2.05,2.91,5.25,58.07,5.83,4.2,1.63,23.19,4.76,0.0,69.15,30.55,10.66,1.71
Philippines,608,DHS,29/05/1993,1993,5.33,2.77,19.95,34.42,42.87,2.09,2.77,4.19,53.65,5.26,3.94,1.31,28.06,6,0.07,63.09,35,16.56,2.41
Philippines,608,IPUMS,7-Jan-1995,1995,5.07,3.44,22.69,35.33,38.54,1.95,3.44,5.59,57.61,6.27,4.26,2,22.21,4.88,0.0,69.47,30.56,10.17,1.68
Philippines,608,DHS,13/04/1998,1998,5.07,4.07,21.8,35.96,38.16,1.9,4.07,4.79,49.56,5.49,4.14,1.34,28.83,7.25,0.0,59.85,33.88,16.33,2.36
Philippines,608,MICS,7-Jan-1999,1999,4.97,3.57,23.19,37.17,36.08,1.87,3.57,5.09,53.88,5.41,3.96,1.45,26.39,5.67,0.0,64.37,32.78,15.07,2.44
Philippines,608,IPUMS,7-Jan-2000,2000,4.91,4.15,24.4,35.59,35.86,1.8,4.15,6.19,56.4,6.13,4.22,1.91,22.74,4.38,0.0,68.72,32.27,10.56,1.65
Philippines,608,DHS,8-Jan-2003,2003,4.82,4.14,25.54,36.77,33.54,1.78,4.14,5.66,50.3,6.15,4.39,1.76,27.27,6.43,0.05,62.11,32.8,14.99,2.63
Philippines,608,DYB,7-Jan-2007,2007,4.76,5.89,26.14,34.68,33.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,608,DHS,31/08/2008,2008,4.78,5.25,25.11,36.64,32.99,1.66,5.25,5.57,45.4,6.2,4.27,1.93,31.32,6.24,0.02,57.17,35.82,18.45,2.54
Philippines,608,IPUMS,7-Jan-2010,2010,4.54,6.05,28.19,36.5,29.26,1.51,6.05,6.68,51.42,6.69,4.83,1.86,25.27,3.89,0.0,64.8,33.63,13.39,2.07
Philippines,608,DHS,13/09/2013,2013,4.74,4.97,25.59,37.36,32.08,1.58,4.97,5.24,44.03,6.93,4.66,2.26,33.8,5.03,0.01,56.19,40.26,21.35,3.14
